symbol,name,full_name,name_and_type
EROC,eagle rock energy partners,"Eagle Rock Energy Partners, L.P.","Eagle Rock Energy Partners, L.P. - Common Units Representing Limited Partner Interests"
ERS,empire resources,"Empire Resources, Inc.","Empire Resources, Inc. - Common Stock"
ERW,velocityshares equal risk weighted large cap etf,VelocityShares Equal Risk Weighted Large Cap ETF,VelocityShares Equal Risk Weighted Large Cap ETF
ESBF,esb financial,ESB Financial Corporation,ESB Financial Corporation - Common Stock
ESBK,elmira savings bank ny (the,Elmira Savings Bank NY (The),Elmira Savings Bank NY (The) - Common Stock
ESCA,escalade,"Escalade, Incorporated","Escalade, Incorporated - Common Stock"
ESCR,escalera resources,Escalera Resources Co.,Escalera Resources Co. - Common Stock
ESCRP,escalera resources,Escalera Resources Co.,Escalera Resources Co. - Series A Cumulative Preferred Stock
ESEA,euroseas,Euroseas Ltd.,Euroseas Ltd. - Common Stock
ESGR,enstar group,Enstar Group Limited,Enstar Group Limited - Ordinary Shares
ESIO,electro scientific industries,"Electro Scientific Industries, Inc.","Electro Scientific Industries, Inc. - Common Stock"
ESLT,elbit systems,Elbit Systems Ltd.,Elbit Systems Ltd. - Ordinary Shares
ESMC,escalon medical,Escalon Medical Corp.,Escalon Medical Corp. - Common Stock
ESPR,esperion therapeutics,"Esperion Therapeutics, Inc.","Esperion Therapeutics, Inc. - Common Stock"
ESRX,express scripts holding,Express Scripts Holding Company,Express Scripts Holding Company - Common Stock
ESSA,essa bancorp,"ESSA Bancorp, Inc.","ESSA Bancorp, Inc. - common stock"
ESSX,essex rental,Essex Rental Corporation,Essex Rental Corporation - Common Stock
ESXB,community bankers trust,Community Bankers Trust Corporation.,Community Bankers Trust Corporation. - Common Stock
ESYS,elecsys,Elecsys Corporation,Elecsys Corporation - Common Stock
ETFC,e*trade financial,E*TRADE Financial Corporation,E*TRADE Financial Corporation - Common Stock
ETRM,enteromedics,EnteroMedics Inc.,EnteroMedics Inc. - Common Stock
EUFN,ishares msci europe financials sector index fund,iShares MSCI Europe Financials Sector Index Fund,iShares MSCI Europe Financials Sector Index Fund
EVAL,ishares msci emerging markets value index fund,iShares MSCI Emerging Markets Value Index Fund,iShares MSCI Emerging Markets Value Index Fund
EVAR,lombard medical,"Lombard Medical, Inc.","Lombard Medical, Inc. - Ordinary Shares"
EVBS,eastern virginia bankshares,"Eastern Virginia Bankshares, Inc.","Eastern Virginia Bankshares, Inc. - Common Stock"
EVEP,ev energy partners,"EV Energy Partners, L.P.","EV Energy Partners, L.P. - common units representing limited partnership interest"
EVK,ever,Ever,"Ever-Glory International Group, Inc. - Common Stock"
EVLV,evine live,EVINE Live Inc.,EVINE Live Inc. - Common Stock
EVOK,evoke pharma,"Evoke Pharma, Inc.","Evoke Pharma, Inc. - Common Stock"
EVOL,evolving systems,"Evolving Systems, Inc.","Evolving Systems, Inc. - Common Stock"
EVRY,everyware global,"EveryWare Global, Inc.","EveryWare Global, Inc. - Common Stock"
EWBC,east west bancorp,"East West Bancorp, Inc.","East West Bancorp, Inc. - Common Stock"
EXA,exa,Exa Corporation,Exa Corporation - Common Stock
EXAC,exactech,"Exactech, Inc.","Exactech, Inc. - Common Stock"
EXAS,exact sciences,Exact Sciences Corporation,Exact Sciences Corporation - Common Stock
EXEL,exelixis,"Exelixis, Inc.","Exelixis, Inc. - Common Stock"
EXFO,exfo,EXFO Inc,EXFO Inc - Subordinate Voting Shares
EXLP,exterran partners,"Exterran Partners, L.P.","Exterran Partners, L.P. - Common Units representing Limited Partner Interests"
EXLS,exlservice holdings,"ExlService Holdings, Inc.","ExlService Holdings, Inc. - Common Stock"
EXPD,expeditors international of washington,"Expeditors International of Washington, Inc.","Expeditors International of Washington, Inc. - Common Stock"
EXPE,expedia,"Expedia, Inc.","Expedia, Inc. - Common Stock"
EXPO,exponent,"Exponent, Inc.","Exponent, Inc. - Common Stock"
EXTR,extreme networks,"Extreme Networks, Inc.","Extreme Networks, Inc. - Common Stock"
EXXI,energy xxi,Energy XXI Ltd.,Energy XXI Ltd. - Common Stock
EYES,second sight medical products,"Second Sight Medical Products, Inc.","Second Sight Medical Products, Inc. - Common Stock"
EZCH,ezchip semiconductor,EZchip Semiconductor Limited,EZchip Semiconductor Limited - Ordinary Shares
EZPW,ezcorp,"EZCORP, Inc.","EZCORP, Inc. - Class A Non-Voting Common Stock"
FALC,falconstor software,"FalconStor Software, Inc.","FalconStor Software, Inc. - Common Stock"
FANG,diamondback energy,"Diamondback Energy, Inc.","Diamondback Energy, Inc. - Commmon Stock"
FARM,farmer brothers,Farmer Brothers Company,Farmer Brothers Company - Common Stock
FARO,faro technologies,"FARO Technologies, Inc.","FARO Technologies, Inc. - Common Stock"
FAST,fastenal,Fastenal Company,Fastenal Company - Common Stock
FATE,fate therapeutics,"Fate Therapeutics, Inc.","Fate Therapeutics, Inc. - Common Stock"
FB,facebook,"Facebook, Inc.","Facebook, Inc. - Class A Common Stock"
FBIZ,first business financial services,"First Business Financial Services, Inc.","First Business Financial Services, Inc. - Common Stock"
FBMS,the first bancshares,"The First Bancshares, Inc.","The First Bancshares, Inc. - Common Stock"
FBNC,first bancorp,First Bancorp,First Bancorp - Common Stock
FBNK,first connecticut bancorp,"First Connecticut Bancorp, Inc.","First Connecticut Bancorp, Inc. - Common Stock"
FBRC,fbr,FBR & Co,FBR & Co - Common Stock
FBSS,fauquier bankshares,"Fauquier Bankshares, Inc.","Fauquier Bankshares, Inc. - Common Stock"
FCAP,first capital,"First Capital, Inc.","First Capital, Inc. - Common Stock"
FCBC,first community bancshares,"First Community Bancshares, Inc.","First Community Bancshares, Inc. - Common Stock"
FCCO,first community,First Community Corporation,First Community Corporation - Common Stock
FCCY,1st constitution bancorp (nj,1st Constitution Bancorp (NJ),1st Constitution Bancorp (NJ) - Common Stock
FCEL,fuelcell energy,"FuelCell Energy, Inc.","FuelCell Energy, Inc. - Common Stock"
FCFS,first cash financial services,"First Cash Financial Services, Inc.","First Cash Financial Services, Inc. - Common Stock"
FCHI,ishares ftse china (hk listed) index fund,iShares FTSE China (HK Listed) Index Fund,iShares FTSE China (HK Listed) Index Fund
FCLF,first clover leaf financial,First Clover Leaf Financial Corp.,First Clover Leaf Financial Corp. - Common Stock
FCNCA,first citizens bancshares,"First Citizens BancShares, Inc.","First Citizens BancShares, Inc. - Class A Common Stock"
FCS,fairchild semiconductor international,"Fairchild Semiconductor International, Inc.","Fairchild Semiconductor International, Inc. - Common Stock"
FCSC,fibrocell science,Fibrocell Science Inc,Fibrocell Science Inc - Common Stock
FCTY,1st century bancshares,"1st Century Bancshares, Inc","1st Century Bancshares, Inc - Common Stock"
FCVA,"first capital bancorp, inc. (va","First Capital Bancorp, Inc. (VA)","First Capital Bancorp, Inc. (VA) - Common Stock"
FCZA,first citizens banc,First Citizens Banc Corp.,First Citizens Banc Corp. - Common Stock
FCZAP,first citizens banc,First Citizens Banc Corp.,"First Citizens Banc Corp. - Depositary Shares Each Representing a 1/40th Interest in a 6.50% Noncumulative Redeemable Convertible Perpetual Preferred Share, Series B"
FDEF,first defiance financial,First Defiance Financial Corp.,First Defiance Financial Corp. - Common Stock
FDIV,first trust strategic income etf,First Trust Strategic Income ETF,First Trust Strategic Income ETF
FDML,federal,Federal,Federal-Mogul Holdings Corporation - Class A Common Stock
FDUS,fidus investment,Fidus Investment Corporation,Fidus Investment Corporation - Common Stock
FEIC,fei,FEI Company,FEI Company - Common Stock
FEIM,frequency electronics,"Frequency Electronics, Inc.","Frequency Electronics, Inc. - Common Stock"
FELE,franklin electric co.,"Franklin Electric Co., Inc.","Franklin Electric Co., Inc. - Common Stock"
FEMB,first trust emerging markets local currency bond etf,First Trust Emerging Markets Local Currency Bond ETF,First Trust Emerging Markets Local Currency Bond ETF
FES,forbes energy services,Forbes Energy Services Ltd,Forbes Energy Services Ltd - Ordinary shares (Bermuda)
FEUZ,first trust eurozone alphadex etf,First Trust Eurozone AlphaDEX ETF,First Trust Eurozone AlphaDEX ETF
FEYE,fireeye,"FireEye, Inc.","FireEye, Inc. - Common Stock"
FFBC,first financial bancorp.,First Financial Bancorp.,First Financial Bancorp. - Common Stock
FFBCW,first financial bancorp.,First Financial Bancorp.,First Financial Bancorp. - Warrant 12/23/2018
FFHL,fuwei films (holdings) co.,"Fuwei Films (Holdings) Co., Ltd.","Fuwei Films (Holdings) Co., Ltd. - ORDINARY SHARES"
FFIC,flushing financial,Flushing Financial Corporation,Flushing Financial Corporation - Common Stock
FFIN,first financial bankshares,"First Financial Bankshares, Inc.","First Financial Bankshares, Inc. - Common Stock"
FFIV,f5 networks,"F5 Networks, Inc.","F5 Networks, Inc. - Common Stock"
FFKT,farmers capital bank,Farmers Capital Bank Corporation,Farmers Capital Bank Corporation - Common Stock
FFNM,first federal of northern michigan bancorp,"First Federal of Northern Michigan Bancorp, Inc.","First Federal of Northern Michigan Bancorp, Inc. - Common Stock"
FFNW,first financial northwest,"First Financial Northwest, Inc.","First Financial Northwest, Inc. - Common Stock"
FFWM,first foundation,First Foundation Inc.,First Foundation Inc. - Common Stock
FGEN,fibrogen,"FibroGen, Inc","FibroGen, Inc - Common Stock"
FHCO,female health company (the,Female Health Company (The),Female Health Company (The) - Common Stock
FIBK,first interstate bancsystem,"First Interstate BancSystem, Inc.","First Interstate BancSystem, Inc. - Class A Common Stock"
FINL,the finish line,"The Finish Line, Inc.","The Finish Line, Inc. - Class A Common Stock"
FISH,marlin midstream partners,"Marlin Midstream Partners, LP","Marlin Midstream Partners, LP - Common Units representing Limited Partner Interests."
FISI,financial institutions,"Financial Institutions, Inc.","Financial Institutions, Inc. - Common Stock"
FISV,fiserv,"Fiserv, Inc.","Fiserv, Inc. - Common Stock"
FITB,fifth third bancorp,Fifth Third Bancorp,Fifth Third Bancorp - Common Stock
FITBI,fifth third bancorp,Fifth Third Bancorp,Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I
FIVE,five below,"Five Below, Inc.","Five Below, Inc. - Common Stock"
FIVN,five9,"Five9, Inc.","Five9, Inc. - Common Stock"
FIZZ,national beverage,National Beverage Corp.,National Beverage Corp. - Common Stock
FLAT,barclays,Barclays PLC,Barclays PLC - iPath US Treasury Flattener ETN
FLDM,fluidigm,Fluidigm Corporation,Fluidigm Corporation - Common Stock
FLEX,flextronics international,Flextronics International Ltd.,Flextronics International Ltd. - Ordinary Shares
FLIC,the first of long island,The First of Long Island Corporation,The First of Long Island Corporation - Common Stock
FLIR,flir systems,"FLIR Systems, Inc.","FLIR Systems, Inc. - Common Stock"
FLL,full house resorts,"Full House Resorts, Inc.","Full House Resorts, Inc. - Common Stock"
FLML,flamel technologies,Flamel Technologies S.A.,Flamel Technologies S.A. - American Depositary Shares each representing one Ordinary Share
FLWS,1,1,"1-800 FLOWERS.COM, Inc. - Class A Common Stock"
FLXN,flexion therapeutics,"Flexion Therapeutics, Inc.","Flexion Therapeutics, Inc. - Common Stock"
FLXS,flexsteel industries,"Flexsteel Industries, Inc.","Flexsteel Industries, Inc. - Common Stock"
FMB,first trust managed municipal etf,First Trust Managed Municipal ETF,First Trust Managed Municipal ETF
FMBH,first mid,First Mid,"First Mid-Illinois Bancshares, Inc. - Common Stock"
FMBI,first midwest bancorp,"First Midwest Bancorp, Inc.","First Midwest Bancorp, Inc. - Common Stock"
FMER,firstmerit,FirstMerit Corporation,FirstMerit Corporation - Common Stock
FMI,foundation medicine,"Foundation Medicine, Inc.","Foundation Medicine, Inc. - Common Stock"
FMNB,farmers national banc,Farmers National Banc Corp.,Farmers National Banc Corp. - Common Stock
FNBC,first nbc bank holding,First NBC Bank Holding Company,First NBC Bank Holding Company - Common Stock
FNFG,first niagara financial group,First Niagara Financial Group Inc.,First Niagara Financial Group Inc. - Common Stock
FNGN,financial engines,"Financial Engines, Inc.","Financial Engines, Inc. - Common Stock"
FNHC,federated national holding,Federated National Holding Company,Federated National Holding Company - Common Stock
FNJN,finjan holdings,"Finjan Holdings, Inc.","Finjan Holdings, Inc. - Common Stock"
FNLC,"first bancorp, inc (me","First Bancorp, Inc (ME)","First Bancorp, Inc (ME) - Common Stock"
FNRG,forcefield energy,ForceField Energy Inc.,ForceField Energy Inc. - Common Stock
FNSR,finisar,Finisar Corporation,Finisar Corporation - Common Stock
FOLD,amicus therapeutics,"Amicus Therapeutics, Inc.","Amicus Therapeutics, Inc. - Common Stock"
FOMX,foamix pharmaceuticals,Foamix Pharmaceuticals Ltd.,Foamix Pharmaceuticals Ltd. - Ordinary Shares
FONE,first trust nasdaq cea smartphone index fund,First Trust NASDAQ CEA Smartphone Index Fund,First Trust NASDAQ CEA Smartphone Index Fund
FONR,fonar,Fonar Corporation,Fonar Corporation - Common Stock
FORD,forward industries,"Forward Industries, Inc.","Forward Industries, Inc. - Common Stock"
FORM,formfactor,"FormFactor, Inc.","FormFactor, Inc. - Common Stock"
FORR,forrester research,"Forrester Research, Inc.","Forrester Research, Inc. - Common Stock"
FORTY,formula systems (1985,Formula Systems (1985) Ltd.,Formula Systems (1985) Ltd. - ADS represents 1 ordinary shares
FOSL,fossil group,"Fossil Group, Inc.","Fossil Group, Inc. - Common Stock"
FOX,twenty,Twenty,"Twenty-First Century Fox, Inc. - Class B Common Stock"
FOXA,twenty,Twenty,"Twenty-First Century Fox, Inc. - Class A Common Stock"
FOXF,fox factory holding,Fox Factory Holding Corp.,Fox Factory Holding Corp. - Common Stock
FPRX,five prime therapeutics,"Five Prime Therapeutics, Inc.","Five Prime Therapeutics, Inc. - Common Stock"
FPXI,first trust international ipo etf,First Trust International IPO ETF,First Trust International IPO ETF
FRAN,francesca's holdings,Francesca's Holdings Corporation,Francesca's Holdings Corporation - Common Stock
FRBA,first bank,First Bank,First Bank - Common Stock
FRBK,republic first bancorp,"Republic First Bancorp, Inc.","Republic First Bancorp, Inc. - Common Stock"
FRED,fred's,"Fred's, Inc.","Fred's, Inc. - Common Stock"
FREE,freeseas,FreeSeas Inc.,FreeSeas Inc. - Common Stock
FRGI,fiesta restaurant group,"Fiesta Restaurant Group, Inc.","Fiesta Restaurant Group, Inc. - Common Stock"
FRME,first merchants,First Merchants Corporation,First Merchants Corporation - Common Stock
FRP,fairpoint communications,"FairPoint Communications, Inc.","FairPoint Communications, Inc. - Common Stock"
FRPH,frp holdings,"FRP Holdings, Inc.","FRP Holdings, Inc. - Common Stock"
FRPHV,frp holdings,"FRP Holdings, Inc.","FRP Holdings, Inc. - Common Stock Ex-Distribution When Issued"
FRPT,freshpet,"Freshpet, Inc.","Freshpet, Inc. - Common Stock"
FRSH,papa murphy's holdings,"Papa Murphy's Holdings, Inc.","Papa Murphy's Holdings, Inc. - Common Stock"
FSAM,fifth street asset management,Fifth Street Asset Management Inc.,Fifth Street Asset Management Inc. - Class A Common Stock
FSBK,first south bancorp,First South Bancorp Inc,First South Bancorp Inc - Common Stock
FSBW,fs bancorp,"FS Bancorp, Inc.","FS Bancorp, Inc. - Common Stock"
FSC,fifth street finance,Fifth Street Finance Corp.,Fifth Street Finance Corp. - Common Stock
FSCFL,fifth street finance,Fifth Street Finance Corp.,Fifth Street Finance Corp. - 6.125% senior notes due 2028
FSFG,first savings financial group,"First Savings Financial Group, Inc.","First Savings Financial Group, Inc. - Common Stock"
FSFR,fifth street senior floating rate,Fifth Street Senior Floating Rate Corp.,Fifth Street Senior Floating Rate Corp. - Common Stock
FSGI,first security group,"First Security Group, Inc.","First Security Group, Inc. - Common Stock"
FSLR,first solar,"First Solar, Inc.","First Solar, Inc. - Common Stock"
FSNN,fusion telecommunications international,"Fusion Telecommunications International, Inc.","Fusion Telecommunications International, Inc. - Common Stock"
FSRV,firstservice,FirstService Corporation,FirstService Corporation - Subordinate Voting Shares
FSTR,l.b. foster,L.B. Foster Company,L.B. Foster Company - Common Stock
FSYS,fuel systems solutions,"Fuel Systems Solutions, Inc.","Fuel Systems Solutions, Inc. - Common Stock"
FTCS,first trust capital strength etf,First Trust Capital Strength ETF,First Trust Capital Strength ETF
FTD,ftd companies,"FTD Companies, Inc.","FTD Companies, Inc. - Common Stock"
FTEK,fuel tech,"Fuel Tech, Inc.","Fuel Tech, Inc. - Common Stock"
FTGC,first trust global tactical commodity strategy fund,First Trust Global Tactical Commodity Strategy Fund,First Trust Global Tactical Commodity Strategy Fund
FTHI,first trust high income etf,First Trust High Income ETF,First Trust High Income ETF
FTLB,first trust low beta income etf,First Trust Low Beta Income ETF,First Trust Low Beta Income ETF
FTNT,fortinet,"Fortinet, Inc.","Fortinet, Inc. - Common Stock"
FTR,frontier communications,Frontier Communications Corporation,Frontier Communications Corporation - Common Stock
FTSL,first trust senior loan fund etf,First Trust Senior Loan Fund ETF,First Trust Senior Loan Fund ETF
FTSM,first trust enhanced short maturity etf,First Trust Enhanced Short Maturity ETF,First Trust Enhanced Short Maturity ETF
